x1,x2,x3,x4,x5,label
0.5401641717634017,0.725913735565445,0.731499785804993,0.5096447088991622,0.598138394712217,1
0.8404178634732682,0.5699568460074697,0.8687119755759141,0.25815840052880945,0.7853142703492412,1
0.8251177926309601,0.6416447187152928,0.905978191155953,0.506390415512645,0.8951175560956521,1
0.1577937473914789,0.2035092828472892,0.03538000078092718,0.021284631116198383,0.43950413633017305,0
0.029033487634682165,0.8443650268921057,0.026739989965731015,0.700892106063776,0.8522157443821967,0
0.31132679562504306,0.1994638138901187,0.0714003374355272,0.7971348578216698,0.651739872698618,0
0.21535016815023367,0.4091961998676368,0.9622982470159059,0.406524988989468,0.45843373056381853,0
0.13791913441512604,0.6664351527174397,0.30008048643567775,0.5276217526651861,0.42431703472670246,0
0.8426684074198049,0.31146528620969194,0.05822847825200517,0.059855841971864,0.2685477923716455,0
0.668005293239468,0.6294289149559625,0.1770639395484781,0.85433146468298,0.06609004726632894,0
0.5428558405370788,0.1691920550204694,0.2219982569704344,0.5293678392301819,0.6944825081185886,0
0.888162189089162,0.5126565821791396,0.192206613496399,0.2762036652566696,0.835779148316386,1
0.7050618476309813,0.46962310835271237,0.9350996589354335,0.5317225602516554,0.8921666223998662,1
0.4220117123729108,0.08418915247730163,0.40329970743094934,0.46088566390139085,0.28771324180985225,0
0.0021648095776006793,0.9516548987313194,0.3826491160536655,0.4202342574689807,0.5216577777008885,0
0.863102399761579,0.0762120597985868,0.6986044387567129,0.6387680863161553,0.10632513361178442,0
0.472343319316737,0.6420032000055735,0.7039937455399469,0.7029581731033568,0.9820362756387001,1
0.20782305670329237,0.583567676268061,0.45830756068693723,0.7909973911044201,0.9214346865907624,1
0.11624345676261971,0.7898183222334175,0.5745682784961305,0.549083278199469,0.5202885594362089,1
0.7498025200207952,0.7853608919813332,0.4334536698001096,0.5995463703552474,0.31790351934563854,1
0.7189735902605676,0.21536898668076532,0.683423107541123,0.8990540690505728,0.9061928087318277,1
0.04134453127700399,0.910536825986158,0.71825465243013,0.026527997959990612,0.804090003364095,1
0.611297786688388,0.7203934382868822,0.8033300346910598,0.7399301005131341,0.16627880276381757,1
0.43054158977064205,0.4609132268863323,0.9702717097604869,0.5820425731314716,0.4712969946166058,1
0.5333823573467777,0.9857723658751465,0.37632471830206937,0.7753344962608919,0.8159853631758283,1
0.8688478348543089,0.7251943967214292,0.9224194034857406,0.840994474947048,0.01411021778418331,1
0.8171086227764534,0.46685441003080874,0.07955836941867767,0.7392263134087986,0.555351394400134,1
0.595237164192914,0.8140209813627743,0.3549570771677242,0.9187332272318821,0.6708500880851317,1
0.7561558344737856,0.05861994181486274,0.048699975375519955,0.654611862823088,0.20208099772380872,0
0.43427051119840543,0.6426555738639529,0.7768873295555521,0.6958034433814745,0.8286292828042081,1
0.42206700047147927,0.3264549789014659,0.7809096738298603,0.7424588046964036,0.8766077861547037,1
0.24638729647351953,0.5806098650736562,0.3820532954638166,0.20065932928088304,0.9016715742296374,0
0.6009257625791161,0.016858501373062884,0.22089864197168818,0.8909364381698016,0.8048921088683593,1
0.2641972289744472,0.7336720054878345,0.7069649195179616,0.16557616567797584,0.06921619841738769,0
0.0038178719998868127,0.5458227623586169,0.9045128935384622,0.4189269425496448,0.09666100666863009,0
0.911401362526845,0.8849366423032444,0.4162519312955013,0.6002276160781278,0.5579815246850183,1
0.9552033031368171,0.7402967820254603,0.6940235538093252,0.16833391269402687,0.3223504143482777,1
0.2774379545761617,0.3138708228558613,0.5726816899915235,0.5179457775640244,0.1797418980312231,0
0.2624419829109659,0.5339035798061789,0.6628400592095385,0.5551554673380107,0.8097454407423407,1
0.5007446567306943,0.6327602510155493,0.7492868466974192,0.21417341080948238,0.1256702492134446,0
0.4913675948626248,0.9305720429541235,0.21079714032547503,0.6745058001417006,0.2663150631243709,1
0.7374297362275322,0.6391544756542544,0.8499501740549726,0.5402047987986547,0.5078169389258772,1
0.0845001488224818,0.6671741688017296,0.7859565014611657,0.9235683522485084,0.8943618174428296,1
0.21302722764490678,0.7608517335737938,0.8177627912305715,0.6175360121429115,0.22618813123172876,1
0.28666618721040604,0.26149865053517096,0.43772365920796463,0.5905900229380755,0.4581428678101984,0
0.0681332647979882,0.28181373975002044,0.6183652919975234,0.08820494272355495,0.4987552765950587,0
0.4734248532657954,0.8617401485619405,0.7468094782767296,0.7911407354182376,0.04784433800796051,1
0.5715899696947399,0.29975221387079753,0.9021665747170886,0.4451655440380784,0.41337607362853146,1
0.47934114500751535,0.39760134179510276,0.45770059050722045,0.6938132177213453,0.17081538634394278,0
0.7780833979461586,0.17120096203542268,0.6904910746360696,0.532110812217213,0.45956256387139616,1
0.12818500378822584,0.5373495918028186,0.10661935647751208,0.4795486252317236,0.27079565508167835,0
0.2912576871185052,0.6395242230301877,0.07147679718674327,0.5831920156510768,0.9406419932290516,1
0.3760058608372503,0.6443684777900176,0.5988371310321658,0.007843941607680427,0.5318620270832927,0
0.9380491526348294,0.3472792999341704,0.012055683235595915,0.8857385795611882,0.8954748521837372,1
0.10147992187210553,0.4085186813766133,0.3350431361937193,0.7598286647500737,0.9536613783810556,1
0.9295612453187202,0.08559594587049091,0.2388049194426477,0.9231892718507687,0.32641609625113865,1
0.1637687343272104,0.6990390285041883,0.3328866009449192,0.5912012249281666,0.47447909251141485,0
0.9491702231379666,0.46065557441282656,0.4829218545057079,0.3887281281886944,0.7589852193766289,1
0.36774709547536166,0.024990813268898293,0.5367308157843748,0.6030981929904946,0.555365344837089,0
0.8030400893523721,0.6744132230276222,0.35217976510011495,0.1580862863344462,0.47061958026570594,0
0.30637689726915085,0.256905869280703,0.7892177039113853,0.14088967299166477,0.7969127705503253,0
0.16526911812167855,0.42346870702085626,0.8046581182017294,0.038320854796144777,0.12730494074512344,0
0.6903450008339278,0.7487921876855977,0.28674812250086124,0.6462189919265032,0.6886205036425137,1
0.06907562991630456,0.27688901497410356,0.49280957351981824,0.3155337131940268,0.1603477690597792,0
0.9455055542513532,0.37993659269317415,0.6032009347354047,0.12030086083676561,0.3157069658184405,0
0.20322296150252173,0.5112872653227363,0.6837893857226066,0.2479061414074697,0.5045241359521395,0
